word,num,Geschlecht
Hendrika,11,männl.
Adalet,11,männl.
Ralf Bodo,11,männl.
Sebastian Felix,11,männl.
Kay Wolfgang,11,männl.
Sebastian Norbert,11,männl.
Stewart William,11,männl.
Gertrud Elisabeth,11,männl.
Yousif,11,männl.
Taulant,11,männl.
Thomas Ralph,11,männl.
Kurt Ernst Moritz,11,männl.
Karl Magnus Christian,11,männl.
Imad-Faraj,11,männl.
Hojatollah,11,männl.
Dietrich Michael,11,männl.
Maria Carmen,11,männl.
Erich Johann,11,männl.
Blazej,11,männl.
Knut Jochen,11,männl.
Rainer Ralf,11,männl.
Mike Uwe,11,männl.
Akaki,11,männl.
Zayd,11,männl.
Henning Friedrich,11,männl.
Peihua,11,männl.
Karsten Henri,11,männl.
Mathias Peter,11,männl.
Tjeerd,11,männl.
Roger Heinz,11,männl.
Nicklas,11,männl.
Max Heinrich,11,männl.
Carsten Friedrich,11,männl.
Philip Christopher,11,männl.
Nadeshda,11,männl.
Astrid Maria,11,männl.
Milana,11,männl.
Tiantian,11,männl.
Gülizar,11,männl.
Michael Fritz Heinz,11,männl.
Wolf-Arthur,11,männl.
Zikri,11,männl.
Keko,11,männl.
Michal Piotr,11,männl.
Marcel André,11,männl.
Sebastian Georg,11,männl.
Robert Stanislaw,11,männl.
Dekel,11,männl.
Aijun,11,männl.
Elkhan,11,männl.
Heinz Eberhard,11,männl.
Angel Nieto,11,männl.
Admira,11,männl.
Marco-Andreas,11,männl.
Vakhtang,11,männl.
Derick,11,männl.
Jens-Thorsten,11,männl.
Frode,11,männl.
Mark Allen,11,männl.
Klaus-Detlev,11,männl.
Florjan,11,männl.
Albert-Paul-Thomas,11,männl.
Efraym Shmuel,11,männl.
Kaj Michael,11,männl.
Christina-Maria,11,männl.
Sergo,11,männl.
Frane,11,männl.
Moses,11,männl.
Manuel Ramiro,11,männl.
Rolf-Friedrich,11,männl.
Helmut Johannes,11,männl.
Arshiya Shamoradi,11,männl.
Martien,11,männl.
Winfried Franz,11,männl.
Sabrina Sarah,11,männl.
Branco,11,männl.
Daniel Karlheinz,11,männl.
Alexander Fritz,11,männl.
Thorsten Manfred,11,männl.
Werner Erwin,11,männl.
Dieter Anton,11,männl.
Oliver Bernd,11,männl.
Robert Johann,11,männl.
Rolf Klaus,11,männl.
Oskar Jun,11,männl.
Nicole Birgit,11,männl.
Melanie Geborene Schmidt,11,männl.
Hanns-Günther,11,männl.
Hans-Marcus,11,männl.
London/Großbritannien (Companies House Of Cardiff,11,männl.
Johannes Albert,11,männl.
Franz Konrad,11,männl.
Ingo Heinrich,11,männl.
Rudolf Ludwig,11,männl.
Korab,11,männl.
Johannes Nikolaus,11,männl.
Harald Bernhard,11,männl.
Thomas Leo,11,männl.
Pera,11,männl.
Johannes Anton,11,männl.
Ulrich Alfons,11,männl.
Guido Josef,11,männl.
Herbert Nikolaus,11,männl.
Otto Christian,11,männl.
Erich Werner,11,männl.
Rolf Theo,11,männl.
Daniel Walter,11,männl.
Maria Agnes,11,männl.
Rolf Johannes Egon,11,männl.
Wolf Jürgen,11,männl.
Pieter Willem,11,männl.
Paul Manfred,11,männl.
Carl Walter,11,männl.
Franz Erich,11,männl.
Fjodor,11,männl.
Felix-Michael,11,männl.
Paul-Georg,11,männl.
Werner Eugen,11,männl.
Dirk Rolf,11,männl.
Erick,11,männl.
Josef Theodor,11,männl.
Wilhelm Richard,11,männl.
Christopher George,11,männl.
Walter Heinz,11,männl.
Andrea-Maria,11,männl.
Paul André,11,männl.
Frank Hermann Karl,11,männl.
Margareta Maria,11,männl.
Alexander Rene,11,männl.
Josi,11,männl.
Udo Erich,11,männl.
Silvie,11,männl.
Michael Gustav,11,männl.
Erich Anton,11,männl.
Bianca Maria,11,männl.
Robert Friedrich,11,männl.
Alrun,11,weibl.
Marco Werner,11,männl.
Fara S,11,männl.
Sebastian Benjamin,11,männl.
Aljosha,11,männl.
Thorsten Wolfgang,11,männl.
Martin Jörg,11,männl.
Armin Otto,11,männl.
Carl Felix,11,männl.
Burghard Wilhelm Jürgen,11,männl.
Tobias Georg,11,männl.
Inge Elisabeth,11,männl.
Louis Paul,11,männl.
Horst Erwin,11,männl.
Hansjürg,11,männl.
Ahmad-Wali,11,männl.
Wolfgang Stephan,11,männl.
Bernd Albert,11,männl.
Arno Josef,11,männl.
Nicholas Michael,11,männl.
Paul-Otto,11,männl.
Reinhard Georg,11,männl.
Stephen Richard,11,männl.
Zaid,11,männl.
Vasilije,11,männl.
Christian Max,11,männl.
Thomas Sven,11,männl.
Jürgen Oliver,11,männl.
Dirk Stefan,11,männl.
Maria Grazia,11,männl.
Christian Jörg,11,männl.
Florian Christopher,11,männl.
Johannes Stephan,11,männl.
Jan Kurt Eberlin,11,männl.
Alexander Ludwig,11,männl.
Ursula Barbara,11,männl.
Bernhard Manfred,11,männl.
Lothar Siegfried,11,männl.
Donna,11,männl.
Jürgen Bruno,11,männl.
Norbert Erich,11,männl.
Amir Reza,11,männl.
Sebastian Daniel,11,männl.
Yazid,11,männl.
Feifei,11,männl.
Bernhard Rolf,11,männl.
Andreas Max,11,männl.
Daniel Mathias,11,männl.
Jürgen Adolf,11,männl.
Alexander Joachim,11,männl.
Hans Ullrich,11,männl.
Georg Wolfgang,11,männl.
Heinz Manfred,11,männl.
Patrick Sascha,11,männl.
Iko,11,männl.
Jens Stephan,11,männl.
Gökhan Ali,11,männl.
Seong-Yong,11,männl.
Peter Stephan,11,männl.
Pejo,11,männl.
Helmut Robert,11,männl.
Jörg Philipp,11,männl.
Sven Ingo,11,männl.
Robert Eric,11,männl.
David Matthias,11,männl.
Marketa,11,männl.
Lara Maria,11,männl.
Werner Walter,11,männl.
Cao,11,männl.
Georg Alfred,11,männl.
Philipp Tobias,11,männl.
Jean Philippe,11,männl.
Florinel,11,männl.
Wolfgang Sebastian,11,männl.
Norbert Anton,11,männl.
Reinhold Friedrich,11,männl.
Dirk Markus,11,männl.
Kaspars,11,männl.
Davis,11,männl.
Roland Hans,11,männl.
Gudrun Maria,11,männl.
Alexander Dominik,11,männl.
Alexander Günter,11,männl.
Karsten-Moritz,11,männl.
Mane,11,männl.
Uwe Willi,11,männl.
Matthias Maria,11,männl.
Günter Fritz,11,männl.
Norbert Adolf,11,männl.
Frank James,11,männl.
Gerhard Alfons,11,männl.
Araz,11,männl.
Birmingham/Gb (Companies House Of Cardiff,11,männl.
Jens F,11,männl.
Renate Geborene Schneider,11,männl.
Mo,11,männl.
Theo Michael,11,männl.
Alfred Theodor,11,männl.
Wilfried Peter,11,männl.
Richard Karl,11,männl.
Matús,11,männl.
Karl Albrecht,11,männl.
Gerd-Joachim,11,männl.
Roland Bernd,11,männl.
Hans Albert Eugen,11,männl.
Marc Albert,11,männl.
Philipp Hans,11,männl.
Franziska Maria,11,männl.
Uwe R,11,männl.
Andreas Jakob,11,männl.
Florian Kai,11,männl.
Kai Bernd,11,männl.
Gerhard -Genannt Gerd-,11,männl.
Birgit Andrea,11,männl.
Jaouad,11,männl.
Marc Werner,11,männl.
Günther Franz,11,männl.
Martin Albert,11,männl.
Uwe Siegfried,11,männl.
Harald Rudolf,11,männl.
Patrick Daniel,11,männl.
Harald Hans,11,männl.
Gottfried Michael,11,männl.
Volker Paul,11,männl.
Susanne Geborene Fischer,11,männl.
Klaus Alois,11,männl.
Michael Reinhold,11,männl.
Andreas Emil,11,männl.
Maria Margarete,11,männl.
Fiorenzo,11,männl.
Peter Adam,11,männl.
Wolfgang Reinhard,11,männl.
Rhea,11,männl.
Dimitros,11,männl.
Richard Peter,11,männl.
Dapeng,11,männl.
Petra Christa,11,männl.
Robert Manfred,11,männl.
Bernd Ralf,11,männl.
Ingrid Geborene Schmidt,11,männl.
Marie-Christin,11,männl.
Bernd-Udo,11,männl.
Christoph Stefan,11,männl.
Fritz-Werner,11,männl.
Thomas Geborene Müller,11,männl.
Anja Geborene Trautz,11,männl.
Friedrich Adolf,11,männl.
Hedayat,11,männl.
Lang,11,männl.
Heinz Lothar,11,männl.
Edgar Georg,11,männl.
Mattis,11,männl.
Ulrike Brigitte,11,männl.
Daniel Harald,11,männl.
Gerd Paul,11,männl.
Josef Franz Stephan,11,männl.
Jochen Benjamin,11,männl.
Colin James,11,männl.
Volker Kurt,11,männl.
Kurt Paul,11,männl.
Heike Elisabeth,11,männl.
Hubert Johann,11,männl.
Bertan,11,männl.
Ulrike Sigrid,11,männl.
Johannes Ludwig Vollrath Antonius,11,männl.
Heinz Andreas,11,männl.
Franzpeter,11,männl.
Axel Bernd,11,männl.
Alexander Helmut,11,männl.
Ghazwan,11,männl.
Paul Reinhard,11,männl.
Xiaoting,11,männl.
Jaspal Singh,11,männl.
Carl-Robert,11,männl.
Günter Willi,11,männl.
Wolfgang Harald,11,männl.
Norbert Joachim,11,männl.
Peter Leonhard,11,männl.
Marc Jörg,11,männl.
Albert Jan,11,männl.
Iris Maria,11,männl.
Izudin,11,männl.
Dawei,11,männl.
Wheini,11,männl.
Hans Albrecht,11,männl.
Daniel Dieter,11,männl.
Ilze,11,männl.
Friedrich Robert,11,männl.
Volker Manfred,11,männl.
Yusuf Ziya,11,männl.
Lukas Alexander,11,männl.
Peter Rene,11,männl.
Gassan,11,männl.
Klaus Reinhard,11,männl.
Fabiano,11,männl.
Claus Johannes,11,männl.
Fodil,11,männl.
Eva Martina,11,männl.
Wafa,11,männl.
Lutz Gerhard,11,männl.
Umar,11,männl.
Valerius,11,männl.
Andreas Günther,11,männl.
Dominik Alexander,11,männl.
Christoforos,11,männl.
Kushtrim,11,männl.
Yagmur,11,männl.
Eckert,11,männl.
Thorsten Jürgen,11,männl.
Stela,11,männl.
Josipa,11,männl.
Zhenhua,11,männl.
Bilent,11,männl.
Josef Alois,11,männl.
Pierpaolo,11,männl.
Jerko,11,männl.
Paul Bruno,11,männl.
Jashar,11,männl.
Michiko,11,männl.
Hailong,11,männl.
Matthias Florian,11,männl.
Walter Richard,11,männl.
Karl Jörg,11,männl.
Michael Dietrich,11,männl.
Svjetlana,11,männl.
Wenjing,11,männl.
Reinhard Manfred,11,männl.
Andrew Douglas,11,männl.
Abolhassan,11,männl.
Allessandro,11,männl.
Abdelouahab,11,männl.
Sladan,11,männl.
Folkestone,11,männl.
Roman Dominik,11,männl.
Birmingham / Großbritannien (Companies House Of Cardiff,11,männl.
Saif-Rahman,11,männl.
Leman,11,männl.
Steffen Günter,11,männl.
Harish,11,männl.
Milaim,11,männl.
Gebhard Karl,11,männl.
Stephanie Ursula,11,männl.
Günter Paul,11,männl.
Anna-Kathrin,11,männl.
Andric,11,männl.
Young Ho,11,männl.
Günter Eduard,11,männl.
Arthur J,11,männl.
Richard Eugen,11,männl.
Hans-Hartmut,11,männl.
Hans F,11,männl.
Philip Gordon,11,männl.
Sarang,11,männl.
Hellmar,11,männl.
Rainer Uwe,11,männl.
Nello,11,männl.
Jan-Carsten,11,männl.
Axel Joachim,11,männl.
Kai Frank,11,männl.
Sumit,11,männl.
Igoris,11,männl.
Thomas D,11,männl.
Kazunari,11,männl.
Katsutoshi,11,männl.
Heinz Richard,11,männl.
Jörg Albrecht,11,männl.
Yoshiki,11,männl.
Andrea Ursula,11,männl.
Johann Albert,11,männl.
Cedrik,11,männl.
Helmut A,11,männl.
Eric Marie Karl Rene,11,männl.
Bernd-Otto,11,männl.
Marc-Uwe,11,männl.
Masen,11,männl.
Rado,11,männl.
Tadija,11,männl.
Zrinko,11,männl.
Carrie,11,männl.
Claus Josef,11,männl.
Fernando Manuel,11,männl.
Reuven,11,männl.
Natja,11,männl.
Blazenko,11,männl.
Sebastian Dominik,11,männl.
Christoph R,11,männl.
Bodo Thomas,11,männl.
Ulrich M,11,männl.
Paul G,11,männl.
Herbert Gerhard,11,männl.
Sabato,11,männl.
Michael Harry,11,männl.
Marguerite,11,männl.
Richard Jun,11,männl.
Norbert Kurt,11,männl.
Gerrit Johan,11,männl.
Marnix,11,männl.
Michael Francis,11,männl.
Ute Geborene Müller,11,männl.
Frank Lorenz,11,männl.
Holger Hans,11,männl.
Adelina,11,weibl.
Christoph P,11,männl.
Remi,11,männl.
Detlev Lutz Joachim,11,männl.
Achim Bernhard,11,männl.
Albert Ludwig,11,männl.
Martin Rüdiger,11,männl.
Jens-Stefan,11,männl.
Finbarr,11,männl.
Ursula Geborene Kramer,11,männl.
Ernst Hermann,11,männl.
Sadiye,11,männl.
Stefan Reinhold,11,männl.
Robert Simon,11,männl.
Manfred F,11,männl.
Matthias Dominik,11,männl.
Jochen Frieder,11,männl.
Mica,11,männl.
Jörg Eugen,11,männl.
Wilhelm Walter,11,männl.
Christoph Simon,11,männl.
Sahhaydar,11,männl.
Fehime,11,männl.
Albert Sen,11,männl.
Heinrich Gen,11,männl.
Gianbeppi,11,männl.
Thomas Norbert,11,männl.
Shemsedin,11,männl.
Djavid,11,männl.
Tim Fabian,11,männl.
Donghai,11,männl.
Toshifumi,11,männl.
Andrea Katharina,11,männl.
Sven Jörg,11,männl.
Gholam-Reza,11,männl.
Silviu,11,männl.
Jörg Herbert,11,männl.
Karin Geborene Schmidt,11,männl.
Jinhua,11,männl.
Harald Willi,11,männl.
Letizia,11,männl.
Mitat,11,männl.
Vahidin,11,männl.
Hongli,11,männl.
Alexander Marcus,11,männl.
Miso,11,männl.
Junhua,11,männl.
Kamber,11,männl.
Walter Dieter,11,männl.
Matthias Uwe,11,männl.
Martin Anthony,11,männl.
Gabriel Josef,11,männl.
Gevriye,11,männl.
Joseph Maria,11,männl.
Claus Ulrich,11,männl.
Johannes Emanuel,11,männl.
Elmedin,11,männl.
Philippe André Pierre,11,männl.
Florian Benjamin,11,männl.
Tolgahan,11,männl.
Knut Nicholas,11,männl.
Afroditi,11,männl.
Heidi Carola Geborene Vonhof,11,männl.
Przemyslaw Piotr,11,männl.
Georg Daniel,11,männl.
Dirk Jens,11,männl.
Hans-Ernst,11,männl.
Réka,11,männl.
Sebastijan,11,männl.
Gerd Christian,11,männl.
Sebastian Maximilian,11,männl.
Stefan Maximilian,11,männl.
Adelinde,11,weibl.
Anton Sen,11,männl.
Anne-Karina,11,männl.
Jürgen Markus,11,männl.
Jörg Dietrich,11,männl.
Hardwig,11,männl.
Parag-Johannes,11,männl.
Wolf-Ingo,11,männl.
Harald Anton,11,männl.
Henrik M,11,männl.
Johann Alois,11,männl.
James Francis,11,männl.
Fritz-Joachim,11,männl.
Olinda,11,männl.
Tieme Jan,11,männl.
Annelene,11,weibl.
Trutz,11,männl.
Ralf-Guido,11,männl.
Ralf-Dietmar,11,männl.
Melanie Maria,11,männl.
Egle,11,männl.
Hans Detlev,11,männl.
Markus J,11,männl.
Felix Oliver,11,männl.
Claudia Katharina,11,männl.
David Oliver,11,männl.
Faiza,11,männl.
Andrea Susanne,11,männl.
Rijad,11,männl.
Friedrich - Genannt Fritz -,11,männl.
Karin Antonie,11,männl.
Jörg Anton,11,männl.
Gerhard Bernd,11,männl.
Josef Markus,11,männl.
Magdalena Ewa,11,männl.
Dietz,11,männl.
Theodor - Genannt Theo -,11,männl.
Josef Alexander,11,männl.
Benedikta,11,weibl.
Johann Markus,11,männl.
Alfred Michael,11,männl.
Sudhir,11,männl.
Uwe Gerd,11,männl.
Vu,11,männl.
Sukhdev,11,männl.
Michael Marcus,11,männl.
Fardin,11,männl.
Tugce,11,männl.
Steffen Werner,11,männl.
Medin,11,männl.
Agnese,11,männl.
Andrzej Piotr,11,männl.
Dorin,11,männl.
Andreas Karl-Heinz,11,männl.
Harald Gerd,11,männl.
Ninoslav,11,männl.
Carsten Johannes,11,männl.
Christopher Daniel,11,männl.
Claudia Gabriele,11,männl.
Emmeran,11,männl.
Peter Henning,11,männl.
Johann Robert,11,männl.
Tobias Max,11,männl.
Thomas Dominik,11,männl.
Aisha,11,männl.
Klement,11,männl.
Areti,11,männl.
Xiaozhou,11,männl.
Leif-Erik,11,männl.
Ali Can,11,männl.
Xaver Alexander,11,männl.
Otto Georg,11,männl.
Dirk-Martin,11,männl.
Heinz G,11,männl.
Kalinka,11,männl.
Bretislav,11,männl.
Johannes Helmut,11,männl.
Johann Walter,11,männl.
Walter A,11,männl.
Rudi Hermann,11,männl.
Walter Peter,11,männl.
Samar,11,männl.
Weijie,11,männl.
Hermann Bruno,11,männl.
Yingjun,11,männl.
Mark-Alexander,11,männl.
Houssam,11,männl.
Fulvio,11,männl.
Peter-Christoph,11,männl.
Michaela Franziska,11,männl.
Oliver Friedrich,11,männl.
Ahmadreza,11,männl.
Milazim,11,männl.
Ulrike Anna,11,männl.
Bernd Hugo,11,männl.
Focko,11,männl.
Manfred A,11,männl.
Jochen Kurt,11,männl.
Luxemburg/Luxemburg (Handelsregister Von Luxemburg,11,männl.
Luxemburg / Luxemburg (Registre De Commerce Et Des Sociétés Luxembourg B 156868),11,männl.
Drazena,11,männl.
Wilmington (Secretary Of State Von Delaware,11,männl.
Myles,11,männl.
Thi Bich Ngoc,11,männl.
Izabella,11,männl.
Labros,11,männl.
Renat,11,männl.
Franz Peter Matthias,11,männl.
Josef Günter,11,männl.
Claus S,11,männl.
Roma,11,männl.
Madelaine,11,männl.
Marie Annette,11,männl.
Günter Manuel,11,männl.
Günter J,11,männl.
Burgunde,11,weibl.
Bernhard Jakob,11,männl.
Ryuichi,11,männl.
Dipl,11,männl.
Said Alexander,11,männl.
Friederich Egon,11,männl.
Jens-Heinrich,11,männl.
Wenhai,11,männl.
Noam,11,männl.
Hans-Dieter Albert,11,männl.
Sehnaz,11,männl.
Sule,11,männl.
Qiqi,11,männl.
Haibo,11,männl.
Franz Lucien,11,männl.
Clive Robert,11,männl.
Philip A,11,männl.
Shariq,11,männl.
Kai Ulf,11,männl.
Ali Asghar,11,männl.
Bálint,11,männl.
Thomas Bernard,11,männl.
Edwin John,11,männl.
Hendrikus Johannes Maria,11,männl.
Cornelis Adrianus Jozef,11,männl.
Petrica,11,männl.
Rigbert,11,männl.
Stefan Dietrich,11,männl.
Eva Sabine,11,männl.
Ulrich Horst Karl,11,männl.
Scott Alan,11,männl.
Jan Richard,11,männl.
Takayoshi,11,männl.
Uta Maria,11,männl.
Acar,11,männl.
Borut,11,männl.
Jette,11,männl.
Kenneth R,11,männl.
Jose Miguel,11,männl.
Per Barlag,11,männl.
Thobias,11,männl.
Cecilie,11,männl.
Toshinori,11,männl.
Liia,11,männl.
Stephen C,11,männl.
Johannes Hendrikus Maria,11,männl.
Kui,11,männl.
Taghi,11,männl.
Mohamad Abdul Wahab,11,männl.
Eddi,11,männl.
Ernst-Robert,11,männl.
Michael Douglas,11,männl.
Jan A,11,männl.
Wilhelm-Friedrich,11,männl.
Marjorie,11,männl.
Anke Bärbel,11,männl.
Mamuka,11,männl.
Bart Frits,11,männl.
Jörg A,11,männl.
Heinz August,11,männl.
Jan-Udo,11,männl.
Anna Magdalena,11,männl.
Chokri,11,männl.
Andreas Jan,11,männl.
Georg Hubertus,11,männl.
Paul William,11,männl.
Mazyar,11,männl.
Dieter Gottfried,11,männl.
Ares,11,männl.
Luis Alberto,11,männl.
Hongbo,11,männl.
Andrea Petra,11,männl.
Simon James,11,männl.
Roland Axel,11,männl.
Julia Andrea,11,männl.
Mirkan,11,männl.
Paul Jörg,11,männl.
Xingwei,11,männl.
Otto-Ernst,11,männl.
Sven-Carsten,11,männl.
Masahito,11,männl.
Udo A,11,männl.
Sibilla,11,weibl.
Ulrich H,11,männl.
Andrew Fletcher,11,männl.
Otto Julius,11,männl.
Hans Heinz,11,männl.
Mitsuo,11,männl.
Stefan-Matthias,11,männl.
Georg Nikolaus,11,männl.
Luis Manuel,11,männl.
Tsvetan,11,männl.
Tadeus,11,männl.
Ralph-Joachim,11,männl.
Frido,11,männl.
Marinus Johannes Antonius Maria,11,männl.
Christian Karsten,11,männl.
Oliver Tim,11,männl.
Brigitte Geborene Beig,11,männl.
Patrick Geborene Smethurst,11,männl.
Heike Geborene Müller,11,männl.
Berthold Hermann,11,männl.
Carsten Klaus,11,männl.
Pierre-Alain,11,männl.
Michael Martin Klaus,11,männl.
Paul M,11,männl.
Nestor,11,männl.
Anna Cecilia,11,männl.
Jinsong,11,männl.
Huibert J,11,männl.
Ziv,11,männl.
Björn Werner,11,männl.
Vladimiras,11,männl.
Frank Christoph,11,männl.
Yucheng,11,männl.
Kurt G,11,männl.
Thomas Faiq,11,männl.
Nils Benjamin,11,männl.
Martinus Petrus,11,männl.
Haci Ömer,11,männl.
Thomas Friedrich Theo,11,männl.
Helga Wilhelmine,11,männl.
Johannes Eberhard,11,männl.
Nadine Bianca,11,männl.
Yufeng,11,männl.
Robert Jacobus,11,männl.
Clemens August,11,männl.
Koblenz,11,männl.
Gildo,11,männl.
Eva Catharina,11,männl.
Johan Frederik,11,männl.
Hans-Wilfried,11,männl.
Christoph Bernd,11,männl.
Mads Bjerre,11,männl.
Stefan Julius,11,männl.
Dirk Fritz,11,männl.
Georg Hubert,11,männl.
Nigel Perry,11,männl.
Filiep,11,männl.
Shpresa,11,männl.
Marc Walter,11,männl.
Sylvia Elfriede,11,männl.
Friedrich-Hermann,11,männl.
Oliver Sebastian,11,männl.
Vinod,11,männl.
Franz Gerd,11,männl.
Jan Volker,11,männl.
Karin Sabine,11,männl.
Limei,11,männl.
Vincentius Bernardus Maria,11,männl.
Mária,11,männl.
Ude,11,männl.
Daniela Petra,11,männl.
Dominique Paul Marie,11,männl.
Ursula Katharina,11,männl.
Jianhui,11,männl.
Lester,11,männl.
Marek Adam,11,männl.
Björn Peter,11,männl.
Khac Lap,11,männl.
Johann Nikolaus,11,männl.
Eric Martin,11,männl.
Liz,11,männl.
Ytzhak,11,männl.
Sayim,11,männl.
Friedericke,11,männl.
Anike,11,männl.
Christian-Ulrich,11,männl.
Müjde,11,männl.
Detlef Günther,11,männl.
Helge-Uve,11,männl.
Constantin Alexander,11,männl.
Tim Felix,11,männl.
Florian Heinrich,11,männl.
Henning Thomas,11,männl.
Jan-Rudolf,11,männl.
Ahmed Theodor,11,männl.
Todd Alan,11,männl.
Torsten Uwe,11,männl.
Krischan Ernst Nikolaus,11,männl.
Yonit,11,männl.
Robert H,11,männl.
Alexander Albertus Gerhardus,11,männl.
Detlef Manfred,11,männl.
Sascha Jörg,11,männl.
Anahita,11,männl.
Henry W. E,11,männl.
Celik,11,männl.
Arber,11,männl.
Saira,11,männl.
Mary Catherine,11,männl.
Klausdieter,11,männl.
Prasad,11,männl.
Reuel Israel Gavriel,11,männl.
Jörg Steffen Genannt George,11,männl.
Robert Samuel,11,männl.
Jens-Henrik,11,männl.
Karmen,11,männl.
Gabriele Geborene Fütterer,11,männl.
Jenz,11,männl.
Klein,11,männl.
Horst Jakob,11,männl.
Carletta Geborene Heinz,11,männl.
Anno August,11,männl.
Silvia Geborene Hornbach,11,männl.
Amil,11,männl.
Shamsi,11,männl.
Tilman Peter Jörg,11,männl.
Damon,11,männl.
Yanhong,11,männl.
Alic,11,männl.
Isam,11,männl.
Edgar Rudolf,11,männl.
Karl-André,11,männl.
Robin Carsten,11,männl.
Alfredo Stefano,11,männl.
Nediljko,11,männl.
Jeanette Anna,11,männl.
Florian Johann,11,männl.
Elisabeth Katharina,11,männl.
Borislava,11,männl.
Robert Bo William,11,männl.
Franciska,11,männl.
Hirschau,11,männl.
Kirsten Geborene Luig,11,männl.
Kai-Dominik,11,männl.
Christian Horst Wilfried,11,männl.
Arkadiy,11,männl.
Desmond,11,männl.
Dirk-Peter,11,männl.
Stefanie Geborene Krauß,11,männl.
Corci,11,männl.
Jaroslaw Piotr,11,männl.
Jocelyn,11,männl.
Tallal Charles,11,männl.
Jens Gunter,11,männl.
Eun-Kyung,11,männl.
Nicolaas Aart,11,männl.
Gholam Reza,11,männl.
Ashwani,11,männl.
Paul-Vincent,11,männl.
Berith,11,männl.
Eyip,11,männl.
Christian Roman,11,männl.
Claus Horst,11,männl.
Manuel-Patric,11,männl.
Björn Philippe,11,männl.
Jan Boje,11,männl.
Dimitry Maarten,11,männl.
Alenka,11,männl.
Gottfried Bernhard,11,männl.
Ceyda,11,männl.
Jens-Erik,11,männl.
Klemens-August,11,männl.
Shahriyar,11,männl.
Nilesh,11,männl.
Vidar,11,männl.
Ralph Stephan,11,männl.
Erik Julius,11,männl.
Satish,11,männl.
Joachim E,11,männl.
Yunfeng,11,männl.
Wigo,11,männl.
Gerhard Henning,11,männl.
Eberhard Martin,11,männl.
Hans Ferdinand,11,männl.
Roelf Pepijn,11,männl.
Friedrich Markus,11,männl.
Tan Loc,11,männl.
Harald W,11,männl.
Hahn,11,männl.
Johann - Gen,11,männl.
Robert Christopher,11,männl.
Ute Helga,11,männl.
Friedrich Theodor,11,männl.
Guido Manfred,11,männl.
Charoun,11,männl.
Mürvet,11,männl.
Reiner-Jürgen,11,männl.
Balduin,11,männl.
Garnet,11,männl.
Jan Derek,11,männl.
Berthold Johannes,11,männl.
Holger Jens,11,männl.
Ulricke,11,männl.
Donard Patrick Thomas,11,männl.
Jens-Henning,11,männl.
Merima,11,männl.
Kenneth Jack,11,männl.
Kai Patrick,11,männl.
Hayder,11,männl.
Haxhi,11,männl.
Holger A,11,männl.
Armin Heinrich Adolf,11,männl.
Ketil,11,männl.
Theodorus Johannes,11,männl.
Jevgenij,11,männl.
Peter Bruno,11,männl.
Mehmet Sükrü,11,männl.
Ernst-Thomas,11,männl.
Sarah Victoria,11,männl.
Pascal Dominik,11,männl.
Anton Xaver,11,männl.
Thomas Malte,11,männl.
Myumyun,11,männl.
Mareke,11,männl.
Maria José,11,männl.
Robert Gerhard,11,männl.
Josefina,11,männl.
Richard Andrew,11,männl.
Rolf Egon,11,männl.
Sylvius,11,männl.
Vezir,11,männl.
Milan-Misa,11,männl.
Dirk J,11,männl.
Necdat,11,männl.
Mohamad Ahmad,11,männl.
Feim,11,männl.
Cansel,11,männl.
Thi Hong,11,männl.
Ina-Maria,11,männl.
Torben Steen,11,männl.
David L,11,männl.
Lampros,11,männl.
Reina,11,männl.
Christophe F,11,männl.
Petra Katharina,11,männl.
Thi Hanh,11,männl.
Frank-Detlef,11,männl.
Sargon,11,männl.
Kostja,11,männl.
Ingke,11,männl.
Meir Ben,11,männl.
Ernst Franz,11,männl.
Frough,11,männl.
Amani,11,männl.
Siwei,11,männl.
Tina Miriam,11,männl.
Arbi,11,männl.
Jakob Paul,11,männl.
Jechiel,11,männl.
Josef Hans,11,männl.
Pieter Dirk,11,männl.
Renate Anna,11,männl.
Wolf Alexander,11,männl.
Gretchen,11,weibl.
Jerzy Jan,11,männl.
Ravinder Singh,11,männl.
Fernanda,11,männl.
Qiu,11,männl.
Abdul Majid,11,männl.
Chunhua,11,männl.
Kim Johannes,11,männl.
Rama,11,männl.
Rolf Artur,11,männl.
Riemer Theodoor,11,männl.
Max Stephan Jörg,11,männl.
Andreas Rechtsverhaeltnis: Die Gesellschaft Ist Aufgelöst,11,männl.
Seyed Mohammad Reza,11,männl.
Birmingham/Großbritannien (Companies House Cardiff/Großbritannien,11,männl.
Ireen,11,männl.
Günter Matthias,11,männl.
Kami Klaus,11,männl.
Se-Hya,11,männl.
Hofheim Am Taunus,11,männl.
Favlus,11,männl.
Peter-Martin,11,männl.
Sven Jürgen,11,männl.
Fredrick,11,männl.
Hans-Heiko,11,männl.
Alattin,11,männl.
Liv,11,männl.
Sebastian David,11,männl.
Asja,11,männl.
Karl-Adolf,11,männl.
Michael André,11,männl.
Tasim,11,männl.
Nezha,11,männl.
Khadijeh,11,männl.
Sascha Thomas,11,männl.
Antje Dajana Geborene Weber,11,männl.
Stendal,11,männl.
Reinhard August,11,männl.
Matthias Marcus,11,männl.
Wulf-Hendrik,11,männl.
Hans Burghardt,11,männl.
Ernst-Stefan,11,männl.
Peter-Jörg,11,männl.
Berend Jürgen,11,männl.
Franz Günther,11,männl.
