word,num,Geschlecht
Marianna,82,männl.
Sefer,82,männl.
Alexander Michael,82,männl.
Danielle,82,männl.
Nazmi,82,männl.
Christian Johannes,82,männl.
Ray,82,männl.
Christina Maria,82,männl.
Jörg Andreas,82,männl.
Sascha Alexander,82,männl.
Mato,82,männl.
Sándor,82,männl.
Abdul,82,männl.
Theodor Peter Wilhelm,82,männl.
Yoshihiro,81,männl.
Jürgen Wilhelm,81,männl.
Kurt-Josef,81,männl.
Kasim,81,männl.
Cuma,81,männl.
Muhamet,81,männl.
Bozena,81,männl.
Ljubisa,81,männl.
Vadym,81,männl.
Annekatren,81,männl.
Mark-Oliver,81,männl.
Stefan Georg,81,männl.
Jan-Henning,81,männl.
Bahri,81,männl.
Georg Michael,81,männl.
Radu,81,männl.
Frank Andreas,81,männl.
Thomas Karl,81,männl.
Normann,81,männl.
Seref,81,männl.
Savvas,81,männl.
Suzan,81,männl.
Oliver Alexander,80,männl.
Kai Oliver,80,männl.
Yorck,80,männl.
Giulio,80,männl.
Janna,80,männl.
Todd,80,männl.
Driton,80,männl.
Umberto,80,männl.
Dorota,80,männl.
Meral,80,männl.
Falco,80,männl.
Jan Martin,80,männl.
Jan Oliver,80,männl.
Semih,80,männl.
Dany,80,männl.
Yuji,80,männl.
Swantje,80,männl.
Fan,80,männl.
Michael Heinrich,80,männl.
Thomas Oliver,80,männl.
Ramiz,80,männl.
Jakov,80,männl.
Hans-Ludwig,80,männl.
Katy,80,weibl.
Evi,80,weibl.
Ann,80,weibl.
Solveig Diana,80,männl.
Silvano,79,männl.
Mehmet Emin,79,männl.
Jim,79,männl.
Hans Albert,79,männl.
Margaretha,79,weibl.
Karl-Ulrich,79,männl.
Frank Stefan,79,männl.
Pavlos,79,männl.
Hans Gerhard,79,männl.
Christian Heinrich,79,männl.
Jean-François,79,männl.
Masahiro,79,männl.
Christian Wolfgang,79,männl.
Kai Peter,79,männl.
Frank Heinrich,79,männl.
Emilia,79,weibl.
Jens Oliver,79,männl.
Krasimir,79,männl.
Dzevad,79,männl.
Rosita,79,männl.
Hans-Reiner,79,männl.
Jørgen,79,männl.
Mykola,79,männl.
Wolfgang Dieter,79,männl.
Ernst-Jürgen,79,männl.
Ralf-Rüdiger,79,männl.
Naci,79,männl.
Bora,79,männl.
Eleftherios,79,männl.
Joris,79,männl.
Alma,79,männl.
Frank Werner,79,männl.
Bozo,79,männl.
Orlando,79,männl.
Aysun,79,männl.
András,79,männl.
Jan-Eric,78,männl.
Kirk,78,männl.
Lu,78,männl.
Georg Wilhelm,78,männl.
Hayri,78,männl.
Andrew John,78,männl.
Klaus-Georg,78,männl.
Benoit,78,männl.
Mary,78,männl.
Corrado,78,männl.
Christian Martin,78,männl.
Roland Dieter,78,männl.
Hans-Norbert,78,männl.
Fred-Markus,78,männl.
Eberhart,78,männl.
Dörthe,78,weibl.
Eugenia,78,weibl.
Jia,78,männl.
Alpaslan,78,männl.
Nebojsa,78,männl.
Nicholas John,78,männl.
Wolfrat,78,männl.
Janette,78,weibl.
Marinko,78,männl.
Joana,78,männl.
Andreas Wilhelm,78,männl.
Sammy,78,männl.
Adelbert,78,männl.
Dmitriy,78,männl.
Dave,78,männl.
Marzena,78,männl.
Enda,78,männl.
Einhard Tilo,78,männl.
Joern,77,männl.
Hans-Ullrich,77,männl.
Rupprecht,77,männl.
Akif,77,männl.
Nicolas Rudolf,77,männl.
Dora,77,weibl.
Ernst-Dieter,77,männl.
Junichi,77,männl.
Rigobert,77,männl.
Rudolph,77,männl.
Sven-Erik,77,männl.
Ingo Ullrich Mark,77,männl.
Hans Rainer,77,männl.
Boban,77,männl.
Asim,77,männl.
Bernd-Uwe,77,männl.
Paulina,77,weibl.
Jean Pierre,77,männl.
Andrejs,77,männl.
Gerhardt,77,männl.
Franjo,77,männl.
Louise,77,weibl.
Nizar,77,männl.
Gertrude,77,weibl.
Milorad,77,männl.
Reiko,77,männl.
Botho,76,männl.
Pino,76,männl.
Romano,76,männl.
Herwarth,76,männl.
Markus Michael,76,männl.
Frieda,76,weibl.
Fredi,76,männl.
Arjan,76,männl.
Fabien,76,männl.
Karl-Martin,76,männl.
Ning,76,männl.
Peter Friedrich,76,männl.
Göksel,76,männl.
Michael Franz,76,männl.
Thomas Ludwig,76,männl.
Piero,76,männl.
Pirmin,76,männl.
Yun,76,männl.
Marc-Christian,76,männl.
Nima,76,männl.
Iwan,76,männl.
Valeria,76,männl.
Wilhelmine,76,weibl.
Inan,76,männl.
Arslan,76,männl.
Ergin,76,männl.
Klaus Ulrich,76,männl.
Ingelore,76,weibl.
Hans-Udo,76,männl.
Ersoy,76,männl.
Uwe Thomas,76,männl.
Eik,76,männl.
Androniki,76,männl.
Mariam,75,männl.
Tadashi,75,männl.
Gundel,75,weibl.
Elmar Bernhard,75,männl.
Masayuki,75,männl.
Marcos,75,männl.
Karl Hermann,75,männl.
Salman,75,männl.
Boguslaw,75,männl.
Ursula Maria,75,männl.
Dragana,75,männl.
Hans-Detlef,75,männl.
Suad,75,männl.
Ziya,75,männl.
Hiroaki,75,männl.
Wadim,75,männl.
Manfred Paul,75,männl.
Lucie,75,weibl.
Martin Georg,75,männl.
Bernd Jürgen,75,männl.
Michael Manfred,75,männl.
Andreas Werner,75,männl.
Esad,75,männl.
Sergejs,75,männl.
Mourad,75,männl.
Stanislaus,75,männl.
Michael Gerhard,75,männl.
Peter Thomas,75,männl.
Donato,75,männl.
Aytac,75,männl.
Jürgen Klaus,75,männl.
Phillipp,75,männl.
Agim,75,männl.
Haris,75,männl.
Nadezda,75,männl.
Hans-Theo,75,männl.
Bozidar,74,männl.
Xu,74,männl.
Bryan,74,männl.
Huig Johan,74,männl.
Ingbert,74,männl.
Clive,74,männl.
Robert Bruce,74,männl.
Ria,74,weibl.
Joseph W,74,männl.
Marjan,74,männl.
Francesca,74,männl.
Joannis,74,männl.
Maya,74,männl.
Gerhard Karl,74,männl.
Bing,74,männl.
Bernd Josef,74,männl.
Nasser,74,männl.
Gültekin,74,männl.
Zekeriya,74,männl.
Aurel,74,männl.
Jan Erik,74,männl.
Viktoriya,74,männl.
Christian Paul,74,männl.
Raymund,74,männl.
Britt,74,männl.
Nicolaas,74,männl.
Mark Alexander,74,männl.
Bernd Karl,74,männl.
Mani,74,männl.
Lili,74,weibl.
Martinus,74,männl.
Aida,74,männl.
Jozo,74,männl.
Ruprecht,74,männl.
Traute,74,männl.
Eli,74,weibl.
Franka,74,weibl.
Burchard,74,männl.
Hasim,73,männl.
Marc Peter,73,männl.
Hans Willi,73,männl.
Petro,73,männl.
Zdenko,73,männl.
Hans-Lothar,73,männl.
Koichi,73,männl.
Ignaz,73,männl.
Alessandra,73,männl.
Lars Christian,73,männl.
Yahya,73,männl.
Ali Ekber,73,männl.
Fabienne,73,männl.
Itai,73,männl.
Yevgeniy,73,männl.
Thomas Manfred,73,männl.
Blerim,73,männl.
Barbara Maria,73,männl.
Oliver Christian,73,männl.
Martin Michael,73,männl.
Constance,73,weibl.
Béla,73,männl.
Sebahattin,73,männl.
Hans W,73,männl.
Jürgen Heinrich,72,männl.
Cosima,72,männl.
Johannes Wilhelm,72,männl.
Klaus-Martin,72,männl.
Peter Wolfgang,72,männl.
Peter Otto,72,männl.
Zdenek,72,männl.
Hans-Albert,72,männl.
Ralf Wilhelm,72,männl.
Hayrettin,72,männl.
Kaabeh,72,männl.
Tevfik,72,männl.
Nilgün,72,männl.
Nusret,72,männl.
Kambiz,72,männl.
Frank Wilhelm,72,männl.
Stylianos,72,männl.
Bernd Dieter,72,männl.
Jens Olaf,72,männl.
Tania,72,männl.
Hitoshi,72,männl.
Bahar,72,männl.
José Luis,72,männl.
Sidney,72,männl.
Mika,72,männl.
Vittorio,72,männl.
Hans Robert,72,männl.
Heinz Otto,72,männl.
Caterina,72,männl.
Thomas Klaus,72,männl.
Josef Michael,72,männl.
Norma,72,männl.
Manfred Wilhelm,72,männl.
Caren,72,weibl.
Kunibert,72,männl.
Bassam,72,männl.
Virginia,72,männl.
Zvonimir,72,männl.
Birmingham (Companies House,72,männl.
Wouter,72,männl.
Markus Andreas,71,männl.
Reik,71,männl.
Patrick Oliver,71,männl.
Klaus-Joachim,71,männl.
Rudolf Josef,71,männl.
Christoph Bernhard,71,männl.
Kai-Wilhelm,71,männl.
Jürgen Walter,71,männl.
Hansgeorg,71,männl.
Radoslav,71,männl.
Milad,71,männl.
Nathan,71,männl.
Randolph,71,männl.
José Antonio,71,männl.
Silja,71,männl.
Sandra Maria,71,männl.
Andrii,71,männl.
Hai,71,männl.
Nadin,71,weibl.
Fuad,71,männl.
Yildiray,71,männl.
Mentor,71,männl.
Michael Karl,71,männl.
Elisabeth Maria,71,männl.
Hans Jakob,71,männl.
Jean-Jacques,71,männl.
Christian Thomas,71,männl.
Michael Heinz,71,männl.
Delia,71,weibl.
Elsa,71,weibl.
Brunhild,71,weibl.
Simeon,71,männl.
Vlado,71,männl.
Franciscus,71,männl.
Irmhild,71,weibl.
Christl,71,weibl.
Sepp,71,männl.
Paola,71,männl.
Heiderose,71,weibl.
Johann Heinrich,71,männl.
Philipp Magnus,71,männl.
Ernst Christian,70,männl.
Klaus Karl,70,männl.
Kjell,70,männl.
Özer,70,männl.
Geraldine,70,männl.
Aneta,70,männl.
Walter Georg,70,männl.
Dimitry,70,männl.
Nurten,70,männl.
Emanuele,70,männl.
Ludolf,70,männl.
Navid,70,männl.
Turhan,70,männl.
Vyacheslav,70,männl.
Benita,70,männl.
Jürgen Georg,70,männl.
Dagobert,70,männl.
Gerhild,70,weibl.
Bashkim,70,männl.
Bela,70,männl.
Marliese,70,weibl.
Franz Wilhelm,70,männl.
Jürgen Josef,70,männl.
Senay,70,männl.
Baldur,70,männl.
Themistoklis,70,männl.
Morten Coster,70,männl.
Gil,69,männl.
Vitaliy,69,männl.
Ernst-Otto,69,männl.
Kiyoshi,69,männl.
Florent,69,männl.
Claus Michael,69,männl.
Ehrenfried,69,männl.
Ulrich Rudolf,69,männl.
Melitta,69,weibl.
Claire,69,männl.
Ilonka,69,männl.
Robert Peter,69,männl.
Ana Maria,69,männl.
Tuncer,69,männl.
Christoph Georg,69,männl.
Mansour,69,männl.
Hayo,69,männl.
Ilan,69,männl.
Wjatscheslaw,69,männl.
Burim,69,männl.
Klaus-Rüdiger,69,männl.
Aram,69,männl.
Wolfgang Georg,69,männl.
Lilian,69,männl.
Kristijan,69,männl.
Steffan,69,männl.
Lulzim,69,männl.
Jovan,69,männl.
Romain,69,männl.
Siglinde,69,weibl.
Martin Rudolf,69,männl.
Matthias Michael,69,männl.
Jérome,69,männl.
Aron,69,männl.
Yuri,69,männl.
Wolfgang Friedrich,69,männl.
Mara,69,männl.
Cihat,69,männl.
Yevgen,69,männl.
Eiko,69,männl.
Yutaka,69,männl.
Ronald A,69,männl.
Thomas M,69,männl.
Babett,69,weibl.
Müller,68,männl.
Johannes G,68,männl.
Leiv,68,männl.
Oliver Peter,68,männl.
Christian Eike,68,männl.
Adriane,68,weibl.
Thomas Gerhard,68,männl.
Serif,68,männl.
Hannu,68,männl.
Patrick Markus,68,männl.
Maria Luisa,68,männl.
Daniel Sebastian,68,männl.
Cagdas,68,männl.
David James,68,männl.
Mücahit,68,männl.
Alexander Josef,68,männl.
Jacobus,68,männl.
Jörg Christian,68,männl.
Jordi,68,männl.
Frank-Thomas,68,männl.
Wolfgang Werner,68,männl.
Annelies,68,weibl.
Bernd Wolfgang,68,männl.
Heinz-Gerhard,68,männl.
Peter Hans,68,männl.
Sergii,68,männl.
Gideon,68,männl.
Seyhan,68,männl.
Anatol,68,männl.
Erez,68,männl.
Wulfert,67,männl.
Augustin,67,männl.
Juan Miguel,67,männl.
Wolfhart,67,männl.
Michael Bernhard,67,männl.
Kordula,67,weibl.
Christine Maria,67,männl.
Matthias Stefan,67,männl.
William Joseph,67,männl.
Tonio,67,männl.
Klaus Otto,67,männl.
Chantal,67,männl.
Vjekoslav,67,männl.
Frank Josef,67,männl.
Klaus J,67,männl.
Jan Seger,67,männl.
Harriet,67,männl.
Cheng,67,männl.
Hilmi,67,männl.
Dane,67,männl.
Betina,67,männl.
Mathis,67,männl.
Türkan,67,männl.
Jörg Dieter,67,männl.
Yasuhiro,67,männl.
Rabia,67,männl.
Burcu,67,männl.
Mirela,67,männl.
Han,67,männl.
Zheng,67,männl.
Eduardo,67,männl.
Baki,67,männl.
Lev,67,männl.
Devrim,67,männl.
Jose Antonio,67,männl.
Robert Josef,67,männl.
Ayla,67,männl.
Arman,67,männl.
Kai Michael,67,männl.
Sander,67,männl.
Cigdem,67,männl.
Raimond,67,männl.
Jan-Pelgrom,67,männl.
Bojana,67,männl.
Adriaan,67,männl.
Janka,67,männl.
Güler,66,männl.
Dominic Franz-Josef,66,männl.
Diether,66,männl.
Frank Alexander,66,männl.
Hideki,66,männl.
Sezer,66,männl.
Carolyn,66,männl.
Atsushi,66,männl.
Liu,66,männl.
Naoki,66,männl.
Hans J,66,männl.
Rahim,66,männl.
Ernst-Wilhelm,66,männl.
Ralf-Michael,66,männl.
Emmanouil,66,männl.
Kerem,66,männl.
Pedram,66,männl.
Selman,66,männl.
Esma,66,männl.
Roelof,66,männl.
Memet,66,männl.
Christian Matthias,66,männl.
Adi,66,männl.
Morris,66,männl.
Ricky,66,männl.
Mihaela,66,männl.
Luzia,66,weibl.
Dietlinde,66,weibl.
Munir,66,männl.
Uwe-Michael,66,männl.
Theodora,66,männl.
Liliana,66,männl.
Casper,66,männl.
Jan-Patrick,66,männl.
Peter A,66,männl.
Siegward,66,männl.
Yasuo,65,männl.
Dieter Josef,65,männl.
Gülten,65,männl.
Julio,65,männl.
Andreas Wolfgang,65,männl.
Bernd Uwe,65,männl.
Kimberly,65,männl.
Sakir,65,männl.
Martin Christian,65,männl.
Ebrahim,65,männl.
Philipp Carl,65,männl.
Michael Dieter,65,männl.
Jay,65,männl.
Matjaz,65,männl.
Romuald,65,männl.
Marleen,65,männl.
Melina,65,männl.
Abdelkader,65,männl.
Martine,65,männl.
Christa Maria,65,männl.
Elly,65,weibl.
Mechtild,65,weibl.
Klaus Walter,65,männl.
Heinfried,65,männl.
Hendryk,65,männl.
Shigeru,65,männl.
Grischa,65,männl.
Ayfer,65,männl.
Nurcan,65,männl.
Dumitru,65,männl.
Ricco,65,männl.
Natalija,65,männl.
Nada,65,männl.
Bernhard Johannes,65,männl.
Jianmin,65,männl.
Antonie Marten,65,männl.
Stefan Manfred,64,männl.
Michaele,64,weibl.
Antonius Johannes Joseph - Genannt Ton -,64,männl.
Ashraf,64,männl.
Paul-Friedrich,64,männl.
Horst Michael,64,männl.
André Michael,64,männl.
Wigbert,64,männl.
Dragica,64,männl.
Hans-Eberhard,64,männl.
Carl-Christian,64,männl.
Sanjay,64,männl.
Alfried,64,männl.
Hans Uwe,64,männl.
Markus Heinrich,64,männl.
Henrik Ole,64,männl.
Ibrahim Halil,64,männl.
Georg Josef,64,männl.
Armand,64,männl.
Frederike,64,männl.
Talat,64,männl.
Michael Herbert,64,männl.
Marc Andre,64,männl.
Ilknur,64,männl.
Rahmi,64,männl.
Soheil,64,männl.
Rolf Nikolaus,64,männl.
Samy,64,männl.
Saadet,64,männl.
Marijana,64,männl.
Leila,64,männl.
Oliver C,64,männl.
Edis,64,männl.
Thomas Bernhard,64,männl.
Andrea Maria,64,männl.
Jörg Thomas,64,männl.
Tommaso,64,männl.
Halim,64,männl.
Janek,64,männl.
Rodney,64,männl.
Biljana,64,männl.
Gülsen,64,männl.
Hasan Hüseyin,64,männl.
Muamer,64,männl.
Altan,64,männl.
Ingeburg,64,weibl.
Harald Gerome,64,männl.
Vicente,63,männl.
Klauspeter,63,männl.
Minoru,63,männl.
Nilüfer,63,männl.
Harmen,63,männl.
Mustafa Kemal,63,männl.
Karl-Joachim,63,männl.
Markus Wilhelm,63,männl.
Marit,63,männl.
Karl-Werner,63,männl.
Marc-Andre,63,männl.
Michael Rudolf,63,männl.
Franz Michael,63,männl.
David Michael,63,männl.
Jamie,63,männl.
Hieronymus,63,männl.
Ross,63,männl.
Edgar Carlos,63,männl.
Radek,63,männl.
Bujar,63,männl.
Carl-Christoph,63,männl.
Ciro,63,männl.
Reginald,63,männl.
Klaus Christian,63,männl.
Jürgen Andreas,63,männl.
Peter J,63,männl.
Snjezana,63,männl.
Klaus-Hermann,63,männl.
Zdzislaw,63,männl.
Hedda,63,weibl.
Frank Jürgen,63,männl.
Zhen,63,männl.
Rajesh,63,männl.
Iman,63,männl.
Karl Ernst,63,männl.
Xiao,63,männl.
Fouad,63,männl.
Menachem,63,männl.
Andreas Heinz,63,männl.
Carl-Friedrich,63,männl.
Gerhart,63,männl.
Bartholomäus,63,männl.
Marc Philipp,63,männl.
Oswin,63,männl.
Talip,63,männl.
Gottlieb,63,männl.
Mete,63,männl.
Frank-Dieter,63,männl.
Tim Oliver,63,männl.
Michael Joseph,63,männl.
London (Companies House,63,männl.
Josefa,63,weibl.
Matthieu,63,männl.
Yeliz,63,männl.
Amos,63,männl.
Irmengard,63,weibl.
Rena,63,weibl.
Heinz Walter,62,männl.
Alexander Peter,62,männl.
Christoffer,62,männl.
Joseph H,62,männl.
Paul Gerhard,62,männl.
Yasushi,62,männl.
John Joseph,62,männl.
Furkan,62,männl.
Raif,62,männl.
Ella,62,weibl.
Peter John,62,männl.
Godehard,62,männl.
Florence,62,männl.
Sigmar,62,männl.
Ola,62,männl.
Sefa,62,männl.
Ernst Wilhelm,62,männl.
Plamen,62,männl.
Askin,62,männl.
Hilko,62,männl.
Karl Ulrich,62,männl.
Colette,62,männl.
Hilal,62,männl.
Ralf Jürgen,62,männl.
Matthias Johannes,62,männl.
Manfred Josef,62,männl.
Erhardt,62,männl.
Wolfgang Hermann,62,männl.
Annelore,62,weibl.
Dirk Oliver,62,männl.
Yousef,62,männl.
Immanuel,62,männl.
Jan Frederik,62,männl.
Lucien,62,männl.
André M,62,männl.
Hans Ludwig,62,männl.
Traugott,62,männl.
Lenka,62,männl.
Thomas H,62,männl.
Esat,62,männl.
Thomas A,62,männl.
Cliff,62,männl.
Hans-Bernhard,62,männl.
Ralf-Jörg,62,männl.
Egil,62,männl.
Paul Scott,62,männl.
Christian Werner,61,männl.
Jan-Oliver,61,männl.
Horst Wilhelm,61,männl.
Thomas Günter,61,männl.
Zvonko,61,männl.
Thomas F,61,männl.
Semir,61,männl.
Michael Joachim,61,männl.
Sabit,61,männl.
Lajos,61,männl.
Frank Walter,61,männl.
Michael Hans,61,männl.
Marc André,61,männl.
Kadri,61,männl.
Pauline,61,weibl.
Faton,61,männl.
Mayk,61,männl.
Kaj,61,männl.
Jessika,61,weibl.
Jan Paul,61,männl.
Stephen John,61,männl.
Percy,61,männl.
Kourosh,61,männl.
Thomas Franz,61,männl.
Meltem,61,männl.
Hanife,61,männl.
Richard John,61,männl.
Monika Maria,61,männl.
Nan,61,männl.
Yannik,61,männl.
Mikko,61,männl.
Ann-Christin,61,männl.
Mitja,61,männl.
Ferry,61,männl.
Bertil,61,männl.
Uri,61,männl.
Kornelius,61,männl.
Peter-Paul,61,männl.
Tomás,61,männl.
Nihad,61,männl.
Wilhelm Heinrich,61,männl.
Silvester,61,männl.
Thomas Richard,61,männl.
Andreas Markus,61,männl.
Thomas Helmut,61,männl.
Michael Helmut,61,männl.
Sven-Uwe,61,männl.
Imran,61,männl.
Armen,61,männl.
Frank-Uwe,61,männl.
Adele,61,weibl.
Judit,61,männl.
Murad,61,männl.
Olcay,61,männl.
Peter-Christian,61,männl.
Aljoscha,61,männl.
Husein,61,männl.
Hana,61,männl.
Özden,61,männl.
Shinji,61,männl.
Jouke,61,männl.
Mahdi,61,männl.
Ralf-Jürgen,60,männl.
Refik,60,männl.
Antal,60,männl.
Sasan,60,männl.
Stefan Martin,60,männl.
Marc Christian,60,männl.
Natali,60,männl.
Rigo,60,männl.
Hrvoje,60,männl.
Arturo,60,männl.
Andreas Ludwig,60,männl.
Jerry,60,männl.
Schwandorf,60,männl.
Necla,60,männl.
Günter Josef,60,männl.
Kristoffer,60,männl.
Nail,60,männl.
Vladyslav,60,männl.
Heinz-Herbert,60,männl.
Azad,60,männl.
José Carlos,60,männl.
Soeren,60,männl.
Chao,60,männl.
John Michael,60,männl.
Arne Paul,60,männl.
Denys,60,männl.
Nazif,60,männl.
Sebastian Alexander,60,männl.
Manfred Georg,60,männl.
Aleksei,60,männl.
Stefania,60,männl.
Andreas Walter,60,männl.
Frank H,60,männl.
Felice,60,männl.
Jürgen Helmut,60,männl.
Frank Hermann,60,männl.
Thomas Hermann,60,männl.
Josef Franz,60,männl.
David Alexander,60,männl.
Reinfried,60,männl.
Boris Alexander,60,männl.
Traude,60,weibl.
Halina,60,männl.
Detmar,60,männl.
Kubilay,60,männl.
Arsim,60,männl.
Thomas R,60,männl.
Bram,60,männl.
Jörg F,60,männl.
Franca,60,männl.
Wolfram Gerhard,60,männl.
Jorgen,60,männl.
Perihan,59,männl.
Akihiro,59,männl.
Jürgen Werner,59,männl.
Tetsuya,59,männl.
Wilfrid,59,männl.
Ales,59,männl.
Klaus Joachim,59,männl.
Paul Heinrich,59,männl.
Folke,59,männl.
Michael Martin,59,männl.
Lucian,59,männl.
Dominika,59,männl.
Ivaylo,59,männl.
Rolf Werner,59,männl.
Hans Thomas,59,männl.
Christoph Heinrich,59,männl.
Rudy,59,männl.
Carl-August,59,männl.
Gustavo,59,männl.
Mareen,59,weibl.
Peter M,59,männl.
Michael Hermann,59,männl.
Christian Friedrich,59,männl.
Hans-Robert,59,männl.
Angelos,59,männl.
Wencke,59,männl.
Klaus Uwe,59,männl.
Marwan,59,männl.
Tore,59,männl.
Howard,59,männl.
Candy,59,männl.
Frantisek,59,männl.
Durmus,59,männl.
Markus Peter,59,männl.
Oliver Michael,59,männl.
Peter Kurt,59,männl.
Giovanna,59,männl.
Bernd Wilhelm,59,männl.
Thomas Frank,59,männl.
Uwe Werner,59,männl.
Axel Peter,59,männl.
Hans-Jakob,59,männl.
Václav,59,männl.
Dong,59,männl.
Güngör,59,männl.
Shlomo,59,männl.
Mithat,59,männl.
Shirley,59,männl.
Heinz-Walter,59,männl.
Finn Matti,59,männl.
Ivo Carl,58,männl.
Wolfgang Alexander,58,männl.
Brit,58,männl.
Erkin,58,männl.
Franko,58,männl.
Christoph Peter,58,männl.
Karl Jun,58,männl.
Manon,58,männl.
Stefan Thomas,58,männl.
Desiree,58,weibl.
Jan-Bernd,58,männl.
Nurullah,58,männl.
Jan Christof Ludwig,58,männl.
Dirk Klaus,58,männl.
Srdjan,58,männl.
Gennadiy,58,männl.
Ali Ihsan,58,männl.
Saim,58,männl.
Til,58,männl.
Freya,58,weibl.
Nobert,58,männl.
Stefan Josef,58,männl.
Jacky,58,männl.
Gerhard Michael,58,männl.
Gennady,58,männl.
Wolfgang Franz,58,männl.
Schmidt,58,männl.
Edyta,58,männl.
Behnam,58,männl.
Stefan Karl,58,männl.
Gennadij,58,männl.
Agathe,58,weibl.
Ralph Peter,58,männl.
Galip,58,männl.
Evgeni,58,männl.
Hanjo,58,männl.
Markku,58,männl.
Niels Peter,58,männl.
Yeheskel,58,männl.
Vasil,58,männl.
Rachel,58,männl.
Gerhard Wilhelm,58,männl.
Hermann Jun,58,männl.
Wolfgang Walter,58,männl.
Birmingham/Großbritannien (Companies House Of Cardiff,58,männl.
Christian Bernhard,58,männl.
Emilie,58,weibl.
Gerben,58,männl.
Andreas Franz,58,männl.
Marino,58,männl.
Susanne Maria,58,männl.
Armando,58,männl.
Fiona,58,männl.
Neven,58,männl.
Lyudmyla,58,männl.
Wen,58,männl.
Grigorios,58,männl.
Jörg Friedrich,58,männl.
Rosina,58,weibl.
Archibald,58,männl.
Krisztian,58,männl.
Nizamettin,58,männl.
Ohad,58,männl.
Johann-Georg,57,männl.
Peter Jacob,57,männl.
Santiago,57,männl.
Yao,57,männl.
Joe,57,männl.
Birk,57,männl.
Mustapha,57,männl.
Yassin,57,männl.
Rainer Wilhelm,57,männl.
Hans-Volker,57,männl.
Thomas Dieter,57,männl.
Lale,57,männl.
Jan Alexander,57,männl.
Sibille,57,weibl.
Cemile,57,männl.
Tugrul,57,männl.
Terry,57,männl.
Muhittin,57,männl.
Emel,57,männl.
Lucio,57,männl.
Oleksiy,57,männl.
Jewgeni,57,männl.
Robert Alexander,57,männl.
Ulfert,57,männl.
Klaus Gerhard,57,männl.
Moustafa,57,männl.
Semen,57,männl.
Sezai,57,männl.
Jörg-Christian,57,männl.
Gerfried,57,männl.
Dieter Karl,57,männl.
Rita Maria,57,männl.
Marie-Christine,57,männl.
Karine,57,männl.
Randy,57,männl.
Donat,57,männl.
Cornelis Johannes Maria,57,männl.
Hubert Josef,57,männl.
Juraj,57,männl.
Antoni,57,männl.
Heinz-Theo,57,männl.
Giuseppina,57,männl.
Ryan,57,männl.
Seyfettin,57,männl.
Christian Wilhelm,57,männl.
Robert James,57,männl.
Müjdat,57,männl.
Michael James,57,männl.
Ron Ben,57,männl.
Fedor,57,männl.
Konstantina,57,männl.
Jochen Heinrich,57,männl.
Aileen,56,männl.
Dirk Peter,56,männl.
Hans-Achim,56,männl.
Wilm,56,männl.
Thaddäus,56,männl.
Poul,56,männl.
Alastair,56,männl.
Alisa,56,männl.
Michael Günter,56,männl.
Rudolf Peter,56,männl.
Karl Dieter,56,männl.
Necmettin,56,männl.
Todor,56,männl.
Islam,56,männl.
Bernd Georg,56,männl.
Takahiro,56,männl.
Ralf Karl,56,männl.
Jochen Peter,56,männl.
Ilkay,56,männl.
Selina,56,weibl.
Maximilian Alexander,56,männl.
Gunhild,56,weibl.
Alexander Johannes,56,männl.
Flemming,56,männl.
Thomas Alfred,56,männl.
Manfred Hermann,56,männl.
Tsutomu,56,männl.
Nele,56,männl.
Xiang,56,männl.
Franz J,56,männl.
Imdat,56,männl.
Lokman,56,männl.
Herbert Ernst,56,männl.
Mazlum,56,männl.
Mert,56,männl.
Martin Stevens,56,männl.
Burghardt,56,männl.
Leonard Samuel,56,männl.
Resit,56,männl.
Michael Siegfried,56,männl.
Florian Alexander,56,männl.
Achim Josef,56,männl.
Jörg Wilhelm,56,männl.
Markus Martin,56,männl.
Edmond,56,männl.
Stefani,56,weibl.
Volker Peter,56,männl.
Carsten Thomas,56,männl.
Vasilios,56,männl.
Carl Christian,56,männl.
Klaus-Dietrich,56,männl.
Mina,56,männl.
Eda,56,männl.
Balázs,56,männl.
Mensur,56,männl.
Gennaro,56,männl.
Gerd-Peter,56,männl.
Alicia,56,männl.
Vivian,56,männl.
Stephanie Susanne Maria,56,männl.
Friedrich Werner Arndt,56,männl.
Ursula Karin Geborene Spring,56,männl.
Peter Helmut,55,männl.
Gonzalo,55,männl.
Hans-Hubert,55,männl.
Ildiko,55,männl.
Thomas Heinz,55,männl.
Thorsten Michael,55,männl.
Kathy,55,männl.
Marwin,55,männl.
Jürgen Dieter,55,männl.
Merve,55,männl.
Masahiko,55,männl.
Roel,55,männl.
Illya,55,männl.
Mahmud,55,männl.
Wolfgang A,55,männl.
Michael F,55,männl.
Ludgerus,55,männl.
Hamidreza,55,männl.
Marat,55,männl.
Walter Josef,55,männl.
Jusuf,55,männl.
Veronique,55,männl.
Bahadir,55,männl.
Radomir,55,männl.
Ewelina,55,männl.
Kieran,55,männl.
Yener,55,männl.
Vitalii,55,männl.
Rémy,55,männl.
Ralph Michael,55,männl.
Hannspeter,55,männl.
Peter Martin,55,männl.
Angelika Maria,55,männl.
Peter Ernst,55,männl.
Heinrich-Josef,55,männl.
Peter Rudolf,55,männl.
Meiko,55,männl.
Florentina,55,männl.
Mark Oliver,55,männl.
Wiltrud,55,weibl.
Gülcan,55,männl.
Antony,55,männl.
Thomas W,55,männl.
Michael Alfred,55,männl.
Oral,55,männl.
